,artwork,titleLabel,materialLabel,genreLabel,collectionLabel,depictLabel,movementLabel,subjectLabel,creatorBirthPlaceLabel,creatorCountryLabel,creatorLabel,genderLabel,inceptionLabel,widthLabel,heightLabel,image,startTime,locLabel,artworkLabel,locatedLabel,endTime,countryLabel,instanceOfLabel,num_creators
460,http://www.wikidata.org/entity/Q29650056,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Child Jesus; crock; breastfeeding,Baroque; Flemish Baroque painting,Adoration of the shepherds,Antwerp,Belgium,Jacob Jordaens,male,1650,[180.0],[185.0],http://commons.wikimedia.org/wiki/Special:FilePath/L%27Adoration%20des%20bergers%20-%20Jacob%20Jordaens%20-%20Mus%C3%A9e%20du%20Louvre.jpg,{'nan'},Louvre Museum,Q29650056,,,France,painting,1
461,http://www.wikidata.org/entity/Q29654431,,wood; oil paint,religious art,Department of Paintings of the Louvre,meals; column; palace; Marriage at Cana; domestic worker; clothing,Baroque,Marriage at Cana,Seville,Spain,Juan de Valdés Leal,male,1660,[34.0],[23.5],http://commons.wikimedia.org/wiki/Special:FilePath/Valdes%20leal-las%20bodas%20de%20can%C3%A1-louvre.jpg,{'nan'},Louvre Museum,The wedding at Cana,,,France,painting,1
462,http://www.wikidata.org/entity/Q29654706,,distemper; paint; oak,portrait,Department of Paintings of the Louvre,Henry Wyatt; politician; nobility,German Renaissance,,Augsburg,Germany,Hans Holbein,male,1537,[31.0],[39.0],http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Henry%20Wyatt%2C%20by%20Hans%20Holbein%20the%20Younger.jpg,{'nan'},Louvre Museum,Sir Henry Wyatt,,,France,painting,1
463,http://www.wikidata.org/entity/Q29654730,,beech wood; oil paint,portrait,Department of Paintings of the Louvre,girl; Magdalena Luther,German Renaissance,,Kronach,Germany,Lucas Cranach the Elder,male,1525,[26.0],[41.1],http://commons.wikimedia.org/wiki/Special:FilePath/Lucas%20Cranach%20d.%C3%84.%20-%20Portr%C3%A4t%2C%20vermutlich%20von%20Magdalena%20Luther%20%28Mus%C3%A9e%20du%20Louvre%29.jpg,{'nan'},Louvre Museum,Presumed Portrait of Magdalena Luther,,,France,painting,1
464,http://www.wikidata.org/entity/Q29654731,,wood; oil paint,nude,Department of Paintings of the Louvre,house; valley; Silver age; man; watercourse; broad-leaved tree; woman,German Renaissance,,Kronach,Germany,Lucas Cranach the Elder,male,1535,[52.5],[77.5],http://commons.wikimedia.org/wiki/Special:FilePath/Lucas%20Cranach%20d.%C3%84.%20-%20Die%20Fr%C3%BCchte%20der%20Eifersucht%20%28Das%20silberne%20Zeitalter%29%2C%20Mus%C3%A9e%20du%20Louvre.jpg,{'nan'},Louvre Museum,The Silver Age,,,France,painting,1
465,http://www.wikidata.org/entity/Q29654732,,wood; oil paint,portrait,Department of Paintings of the Louvre,bijou; Saxony; man; nobility,German Renaissance,,Kronach,Germany,Lucas Cranach the Elder,male,1553,[42.0],[63.5],http://commons.wikimedia.org/wiki/Special:FilePath/Cranach%20il%20vecchio%2C%20ritratto%20di%20caspar%20von%20k%C3%B6ckeritz%2C%201530%20ca..JPG,{'nan'},Louvre Museum,Caspar von Köckeritz,,,France,painting,1
466,http://www.wikidata.org/entity/Q29654737,,wood; oil paint,allegory,Department of Paintings of the Louvre,death; horse; chivalry; skeleton,German Renaissance,,Schwäbisch Gmünd,Germany,Hans Baldung,male,1512,[29.6],[35.5],http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Baldung%20-%20Ritter%2C%20Tod%20und%20M%C3%A4dchen.jpeg,{'nan'},Louvre Museum,"The Knight, the Young Girl, and Death",,,France,painting,1
467,http://www.wikidata.org/entity/Q29654746,,oil paint; canvas,portrait,Department of Paintings of the Louvre,Robert Arnauld d'Andilly,classicism,Robert Arnauld d'Andilly,Brussels metropolitan area,Belgium,Philippe de Champaigne,male,1667,[64.5],[78.5],http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20de%20Champaigne%20-%20Portrait%20of%20Robert%20Arnauld%20d%27Andilly%20-%20WGA4721.jpg,{'nan'},Louvre Museum,Q29654746,,,France,painting,1
468,http://www.wikidata.org/entity/Q29654750,,poplar wood; oil paint,allegory,Department of Paintings of the Louvre,death; bed; nudity; skeleton; peafowl; pigeon; bit; woman; hourglass; bijou; mirror,Mannerism,,Bruges,Belgium,Stradanus,male,1569,[103.0],[139.0],http://commons.wikimedia.org/wiki/Special:FilePath/Stradanus%20-%20Moderation%20disarming%20Vanity.jpeg,{'nan'},Louvre Museum,"Vanity, Moderation, and Death",,,France,painting,1
469,http://www.wikidata.org/entity/Q29654769,,copper; oil paint,mythological painting,Department of Paintings of the Louvre,bed; Jupiter; nudity; fear; putto; beatific vision; quiver; bedroom; bow; Danaë; old age; gold; spinning,Mannerism,,Utrecht,Netherlands,Joachim Wtewael,male,1587,[155.0],[205.0],http://commons.wikimedia.org/wiki/Special:FilePath/Joachim%20wtewael%2C%20giove%20entra%20nella%20camera%20di%20danae%2C%201595-1605%20ca..JPG,{'nan'},Louvre Museum,Jupiter and Danaë,,,France,painting,1
470,http://www.wikidata.org/entity/Q29655146,,wood; oil paint,religious art,Department of Paintings of the Louvre,devil; Anthony the Great; man; crucifix; bat; skull; prayer; book; cave,Baroque,Temptation of Saint Anthony,Antwerp,Belgium,David Teniers the Younger,male,1650,[50.0],[63.0],http://commons.wikimedia.org/wiki/Special:FilePath/David%20Teniers%20%28II%29%20-%20The%20Temptation%20of%20St%20Anthony%20-%20WGA22105.jpg,{'nan'},Louvre Museum,The Temptation of St Anthony,,,France,painting,1
471,http://www.wikidata.org/entity/Q29655149,,copper; oil paint,religious art,Department of Paintings of the Louvre,drink; château; village; clothing; bread,Baroque,works of mercy,Antwerp,Belgium,David Teniers the Younger,male,1650,[77.0],[56.5],http://commons.wikimedia.org/wiki/Special:FilePath/David%20Teniers%20%28II%29%20-%20The%20Works%20of%20Mercy%20-%20WGA22084.jpg,{'nan'},Louvre Museum,The Seven Works of Mercy,,,France,painting,1
472,http://www.wikidata.org/entity/Q29655179,,wood; oil paint,church interior,Department of Paintings of the Louvre,church interior; night; Gothic architecture,Flemish Baroque painting,,Antwerp,Belgium,Hendrik van Steenwijk II,male,1625,[174.0],[123.0],http://commons.wikimedia.org/wiki/Special:FilePath/Hendrick-van-Steenwyck-II-Interior-of-a-Church.jpg,{'nan'},Louvre Museum,"Church Interior, Night Effect",,,France,painting,1
473,http://www.wikidata.org/entity/Q29655273,,wood; oil paint,religious art,Department of Paintings of the Louvre,crucifixion of Jesus; Jesus,Flemish Baroque painting,crucifixion of Jesus; Raising of the Cross,Siegen,Germany,Peter Paul Rubens,male,1620,[37.0],[32.0],http://commons.wikimedia.org/wiki/Special:FilePath/Elevation%20de%20la%20croix%20rubens.JPG,{'nan'},Louvre Museum,The Raising of the Cross,,,France,painting,1
475,http://www.wikidata.org/entity/Q29655385,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Child Jesus; soldier; spear,Flemish Baroque painting,Adoration of the Magi,Siegen,Germany,Peter Paul Rubens,male,1626,[218.0],[290.0],http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Paul%20Rubens%20-%20Adoration%20of%20the%20Magi%20-%20WGA20248.jpg,{'nan'},Louvre Museum,The Adoration of the Magi,,,France,painting,1
476,http://www.wikidata.org/entity/Q29655521,,wood; oil paint,nude; religious art,Department of Paintings of the Louvre,Eve; bird; pigeon; broad-leaved tree; parrot; Adam; Garden of Eden; apple; flower,Baroque,fall of man,Rotterdam,Netherlands,Adriaen van der Werff,male,1700,[35.5],[45.0],http://commons.wikimedia.org/wiki/Special:FilePath/Adriaen%20van%20der%20Werff%20-%20Adam%20en%20Eva.jpg,{'nan'},Louvre Museum,Adam and Eve,,,France,painting,1
477,http://www.wikidata.org/entity/Q29656125,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Jesus and the woman taken in adultery,Baroque,Jesus and the woman taken in adultery,Leiden,Netherlands,Gabriël Metsu,male,1653,[165.0],[134.0],http://commons.wikimedia.org/wiki/Special:FilePath/Metsu%20LeChristEtLaFemmeAdultere.jpg,{'nan'},Louvre Museum,Christ and the Woman taken in Adultery,,,France,painting,1
478,http://www.wikidata.org/entity/Q29656185,,oil paint; canvas,religious art,Department of Paintings of the Louvre,goldsmithing; Last Supper; candlestick,Baroque,Last Supper,Liège,Belgium,Gerard de Lairesse,male,1700,[155.0],[137.0],http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9rard%20de%20Lairesse%20-%20The%20Institution%20of%20the%20Eucharist%20-%20WGA12391.jpg,{'nan'},Louvre Museum,Institution of the Eucharist,,,France,painting,1
479,http://www.wikidata.org/entity/Q29656402,,copper; oil paint,self-portrait,Department of Paintings of the Louvre,Karel Dujardin; man,Dutch Golden Age painting,Karel Dujardin,Amsterdam,Netherlands,Karel Dujardin,male,1657,[19.0],[23.3],http://commons.wikimedia.org/wiki/Special:FilePath/Karel%20Dujardin.jpg,{'nan'},Louvre Museum,Self-Portrait,,,France,painting,1
480,http://www.wikidata.org/entity/Q29656432,,wood; oil paint,self-portrait,Department of Paintings of the Louvre,palette; hat; window; man; Gerrit Dou; painter,fijnschilder; Dutch Golden Age painting,Gerrit Dou,Leiden,Netherlands,Gerrit Dou,male,1650,[21.0],[31.3],http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9rard%20Dou.jpg,{'nan'},Louvre Museum,Portrait of the Artist with a Palette,,,France,painting,1
481,http://www.wikidata.org/entity/Q29656597,,wood; oil paint,interior view,Department of Paintings of the Louvre,long gallery; cathedral; conversation; old age; dog,Flemish Baroque painting,,Antwerp,Belgium,Pieter Neeffs,male,1644,[112.0],[89.0],http://commons.wikimedia.org/wiki/Special:FilePath/Neefs%20%28I%29%2C%20View%20of%20the%20interior%20of%20a%20church.JPG,{'nan'},Louvre Museum,"Interior of a Church, Inspired by the Antwerp Cathedral",,,France,painting,1
482,http://www.wikidata.org/entity/Q29656598,,wood; oil paint,religious art,Department of Paintings of the Louvre,Peter; prison; long gallery,Flemish Baroque painting,,Antwerp,Belgium,Pieter Neeffs,male,1625,[64.5],[48.5],http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Neefs%20the%20Elder%20-%20The%20Liberation%20of%20Saint%20Peter.jpg,{'nan'},Louvre Museum,Q29656598,,,France,painting,1
483,http://www.wikidata.org/entity/Q29656617,,oil paint; canvas,religious art,Department of Paintings of the Louvre,nudity; pigeon; Holy Spirit; angel; Virgin Mary; hell,Baroque; Flemish Baroque painting,Day of Judgment,Antwerp,Belgium,Jacob Jordaens,male,1653,[300.0],[391.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jugement%20dernier%20Jacob%20Jordaens.JPG,{'nan'},Louvre Museum,Q29656617,,,France,painting,1
484,http://www.wikidata.org/entity/Q29656727,,oil paint; canvas,religious art,Department of Paintings of the Louvre,nudity; man; Saint Sebastian; broad-leaved tree; dog,Baroque painting,martyrdom of Saint Sebastian,Antwerp,Belgium,Anthony van Dyck,male,1615,[117.0],[144.0],http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20Saint%20Sebastian%2C%20Louvre.jpg,{'nan'},Louvre Museum,The Martyrdom of Saint Sebastian,,,France,painting,1
485,http://www.wikidata.org/entity/Q29656735,,oil paint; canvas,religious art,Department of Paintings of the Louvre,death; Saint Sebastian; broad-leaved tree; arrow; angel,Baroque painting,martyrdom of Saint Sebastian,Antwerp,Belgium,Anthony van Dyck,male,1630,[145.0],[198.0],http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20Saint%20Sebastian%20with%20Angels%2C%20Louvre.jpg,{'nan'},Louvre Museum,Saint Sebastian Tended by Angels,,,France,painting,1
486,http://www.wikidata.org/entity/Q29656769,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Mary Magdalene; David; Madonna and Child; Parable of the Prodigal Son,Baroque painting,Madonna and Child,Antwerp,Belgium,Anthony van Dyck,male,1629,[157.0],[117.0],http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Dyck%20-%20LA%20VIERGE%2C%20L%27ENFANT%20JESUS%20ET%20LES%20TROIS%20REPENTANTS%20%28DAVID%2C%20MADELEINE%20ET%20LE%20FILS%20PRODIGUE%29%2C%201627%20entre%2C%201632%20et.jpg,{'nan'},Louvre Museum,Madonna and Child with Three Repentant Sinners,,,France,painting,1
487,http://www.wikidata.org/entity/Q29656806,,oil paint; canvas,religious art,Department of Paintings of the Louvre,crucifixion of Jesus; angel; prayer; Francis of Assisi; Mary Magdalene; Jesus,Baroque,crucifixion of Jesus,Antwerp,Belgium,Gaspar de Crayer,male,1625,[288.0],[408.0],http://commons.wikimedia.org/wiki/Special:FilePath/Gaspar%20de%20Crayer%20%E2%80%93%20The%20Crucifixion%20with%20Saint%20Mary%20Magdalene%20and%20Saint%20Francis.jpg,{'nan'},Louvre Museum,The Crucifixion with Saint Mary Magdalene and Saint Francis,,,France,painting,1
488,http://www.wikidata.org/entity/Q29656807,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Saint Dominic; Anthony the Great; Augustine of Hippo; angel; palm branch; Saint Barbara,Baroque,,Antwerp,Belgium,Gaspar de Crayer,male,1643,[270.0],[387.0],http://commons.wikimedia.org/wiki/Special:FilePath/Gaspar%20de%20Crayer%20-%20The%20Virgin%20and%20Child%20with%20the%20Saints%20Dominic%2C%20Anthony%2C%20Augustine%2C%20Monica%2C%20Dorothea%2C%20and%20Barbara.jpg,{'nan'},Louvre Museum,"The Virgin and Child with the Saints Dominic, Anthony, Augustine, Monica, Dorothea, and Barbara",,,France,painting,1
489,http://www.wikidata.org/entity/Q29656809,le fumeur (portrait de l'artiste ?); The smoker (portrait of the artist?),wood; oil paint,self-portrait,Department of Paintings of the Louvre,bottle; Joos van Craesbeeck; smoking; man; pipe,Baroque,Joos van Craesbeeck,Linter,Belgium,Joos van Craesbeeck,male,1625,[32.0],[41.0],http://commons.wikimedia.org/wiki/Special:FilePath/Joos%20van%20Craesbeeck%20-%20The%20Smoker.jpg,{'nan'},Louvre Museum,The Smoker,,,France,painting,1
490,http://www.wikidata.org/entity/Q29656812,Peintre Faisant un Portrait; dit autrefois l'atelier de Craesback,wood; oil paint,genre art; self-portrait,Department of Paintings of the Louvre,bed; seat; table; man; painter; child,Baroque,Joos van Craesbeeck,Linter,Belgium,Joos van Craesbeeck,male,1625,[102.0],[85.0],http://commons.wikimedia.org/wiki/Special:FilePath/Joos%20van%20Craesbeeck%20-%20PEINTRE%20FAISANT%20UN%20PORTRAIT.jpg,{'nan'},Louvre Museum,A Painter Painting a Portrait,,,France,painting,1
491,http://www.wikidata.org/entity/Q29656820,,wood; oil paint,landscape art,Department of Paintings of the Louvre,cow; house; landscape; man; barrel; broad-leaved tree; vivarium; woman; duck; well,Baroque,,Antwerp,Belgium,Jan Brueghel the Younger,male,1650,[75.0],[46.5],http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Brueghel%20the%20Younger%20Farmyard.jpg,{'nan'},Louvre Museum,Farmyard,,,France,painting,1
492,http://www.wikidata.org/entity/Q29656877,,copper; oil paint,allegory,Department of Paintings of the Louvre,sphere; swan; bird; pelican; spotting scope; putto; tree; Phoenicopteriformes,Flemish Baroque painting,,Brussels metropolitan area,Belgium,Jan Brueghel the Elder,male,1621,[65.0],[45.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Brueghel%20%28I%29%20-%20Air%20%28Optics%29%20-%20WGA3548.jpg,{'nan'},Louvre Museum,Q29656877,,,France,painting,1
493,http://www.wikidata.org/entity/Q29656879,,copper; oil paint,religious art,Department of Paintings of the Louvre,goat; Garden of Eden; tulip; elephant; lion; dog; mammal; landscape; flower; Meleagris; peafowl; horse; God the Father; broad-leaved tree; Macaw; tree of life; Eve; bird; Red Deer; fox; leopard; cow,Flemish Baroque painting,,Brussels metropolitan area,Belgium,Jan Brueghel the Elder,male,1621,[65.0],[45.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Brueghel%20%28I%29%20-%20Earth%20%28The%20Earthly%20Paradise%29%20-%20WGA3552.jpg,{'nan'},Louvre Museum,Earth or The Earthly Paradise,,,France,painting,1
494,http://www.wikidata.org/entity/Q29784123,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Last Supper; column,classicism,Last Supper,Les Andelys,France,Nicolas Poussin,male,1641,[250.0],[325.0],http://commons.wikimedia.org/wiki/Special:FilePath/Nicolas%20Poussin%20-%20The%20Institution%20of%20the%20Eucharist%20-%20WGA18310.jpg,{'nan'},Louvre Museum,The Institution of the Eucharist,,,France,painting,1
495,http://www.wikidata.org/entity/Q29840026,,oil paint; canvas,religious art,Department of Paintings of the Louvre,nudity; judge,classicism,Susanna and the Elders,Magny-en-Vexin,France,Jean-Baptiste Santerre,male,1704,[145.0],[205.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Santerre%20-%20Susanna%20at%20the%20Bath%20-%20WGA20815.jpg,{'nan'},Louvre Museum,Q29840026,,,France,painting,1
496,http://www.wikidata.org/entity/Q29840297,,wood; oil paint,religious art,Department of Paintings of the Louvre,throne; Presentation of Jesus at the Temple,Baroque painting,Presentation of Jesus at the Temple,Perpignan,France,Hyacinthe Rigaud,male,1743,[68.0],[83.0],http://commons.wikimedia.org/wiki/Special:FilePath/Pr%C3%A9sentation%20au%20temple%20Rigaud.jpg,{'nan'},Louvre Museum,Q29840297,,,France,painting,1
497,http://www.wikidata.org/entity/Q29840364,,oil paint; canvas,self-portrait,Department of Paintings of the Louvre,Henri-François Riesener; man; painter,neoclassicism,Henri-François Riesener,Paris,France,Henri-François Riesener,male,1800,[50.0],[60.0],http://commons.wikimedia.org/wiki/Special:FilePath/RiesenerAuto.jpg,{'nan'},Louvre Museum,Self-portrait,,,France,painting,1
498,http://www.wikidata.org/entity/Q29840438,L'Éducation d'Achille par le centaure Chiron,oil paint; canvas,nude,Department of Paintings of the Louvre,Chiron; bow,neoclassicism,,Paris,France,Jean-Baptiste Regnault,male,1782,[215.0],[261.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Regnault%20001.jpg,{'nan'},Louvre Museum,The Education of Achilles by Chiron,,,France,painting,1
499,http://www.wikidata.org/entity/Q29840442,,oil paint; canvas,religious art,Department of Paintings of the Louvre,flood; woman; family; baby,neoclassicism,Genesis flood narrative,Paris,France,Jean-Baptiste Regnault,male,1789,[71.0],[89.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Regnault%20-%20The%20Flood%2C%201789.jpg,{'nan'},Louvre Museum,The Flood,,,France,painting,1
500,http://www.wikidata.org/entity/Q29840445,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Mary Magdalene; John the Apostle; Nicodemus,neoclassicism,Descent from the Cross,Paris,France,Jean-Baptiste Regnault,male,1789,[233.0],[425.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Regnault%20-%20The%20Descent%20from%20the%20Cross%20-%20WGA19036.jpg,{'nan'},Louvre Museum,The Descent from the Cross,,,France,painting,1
